Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,110.18,110.18,106.139999,107.68,106.80579399999999,37005300
2018-07-26,110.739998,111.0,109.5,109.620003,108.730049,31372100
2018-07-25,107.959999,111.150002,107.599998,110.83000200000001,109.930222,30702100
2018-07-24,108.57,108.82,107.260002,107.660004,106.78595700000001,26316600
2018-07-23,106.300003,108.139999,106.129997,107.970001,107.09343700000001,29707000
2018-07-20,108.08000200000001,108.199997,106.08000200000001,106.269997,105.407242,56004000
2018-07-19,104.93,105.309998,103.889999,104.400002,103.55242199999999,40171600
2018-07-18,105.940002,106.050003,104.720001,105.120003,104.26657900000001,29493900
2018-07-17,104.610001,106.5,104.32,105.949997,105.089836,25901700
2018-07-16,105.400002,105.82,104.519997,104.910004,104.058289,21786900
2018-07-13,104.370003,105.599998,104.089996,105.43,104.574066,24635200
2018-07-12,102.769997,104.410004,102.730003,104.190002,103.344131,24335900
2018-07-11,101.150002,102.339996,101.099998,101.980003,101.152077,19644600
2018-07-10,102.0,102.510002,101.860001,102.120003,101.290939,19293100
2018-07-09,101.650002,102.25,101.25,101.849998,101.02313199999999,18212000
2018-07-06,99.889999,101.43,99.66999799999999,101.160004,100.33873,19234600
2018-07-05,99.5,99.91999799999999,99.029999,99.760002,98.950096,18977400
2018-07-03,100.480003,100.629997,98.940002,99.050003,98.245857,14670300
2018-07-02,98.099998,100.059998,98.0,100.010002,99.19806700000001,19564500
2018-06-29,98.93,99.910004,98.33000200000001,98.610001,97.809433,28053200
2018-06-28,97.379997,99.110001,97.260002,98.629997,97.829269,26650700
2018-06-27,99.58000200000001,100.019997,97.400002,97.540001,96.74811600000001,31298400
2018-06-26,98.82,100.08000200000001,98.75,99.08000200000001,98.275612,26897200
2018-06-25,100.0,100.110001,97.300003,98.389999,97.591217,35433300
2018-06-22,100.410004,100.769997,99.629997,100.410004,99.594818,38923100
2018-06-21,102.08000200000001,102.459999,100.879997,101.139999,100.31888599999999,23198200
2018-06-20,101.370003,102.519997,101.120003,101.870003,101.042969,26180800
2018-06-19,99.650002,101.0,99.5,100.860001,100.041168,28653100
2018-06-18,100.010002,101.110001,99.41999799999999,100.860001,100.041168,23586000
2018-06-15,101.510002,101.529999,100.07,100.129997,99.317093,65738600
2018-06-14,101.650002,102.029999,101.0,101.41999799999999,100.59661899999999,25691800
2018-06-13,101.720001,102.010002,100.559998,100.849998,100.031242,29492900
2018-06-12,101.099998,101.449997,100.75,101.309998,100.487511,18325200
2018-06-11,101.010002,101.589996,100.66999799999999,101.050003,100.22963,23490900
2018-06-08,101.089996,101.949997,100.540001,101.629997,100.804909,22165100
2018-06-07,102.650002,102.690002,100.379997,100.879997,100.060997,28232200
2018-06-06,102.480003,102.599998,101.900002,102.489998,101.657928,21122900
2018-06-05,102.0,102.33000200000001,101.529999,102.190002,101.360374,23514400
2018-06-04,101.260002,101.860001,100.849998,101.66999799999999,100.844589,27166800
2018-06-01,99.279999,100.860001,99.16999799999999,100.790001,99.971733,28126200
2018-05-31,99.290001,99.989998,98.610001,98.839996,98.03756,34140900
2018-05-30,98.309998,99.25,97.910004,98.949997,98.14666700000001,22158500
